Tvrdík_skončil_jako_viceprezident.txt,5-range,3
Tvrdík_skončil_jako_viceprezident.txt,6-genre,extended_report
Tvrdík_skončil_jako_viceprezident.txt,8-message-trigger,public
Tvrdík_skončil_jako_viceprezident.txt,9-place,czech-republic
Chci_spravedlnost_pro_dceru.txt,5-range,8
Chci_spravedlnost_pro_dceru.txt,6-genre,report
Chci_spravedlnost_pro_dceru.txt,8-message-trigger,public
Chci_spravedlnost_pro_dceru.txt,9-place,czech-republic
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,5-range,6
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,6-genre,report
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,8-message-trigger,politician
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,9-place,russia,ukraine
